Cidade,Área,Quartos,Banheiros,Garagem,Andar,Animal,Mobília
Rio de Janeiro,85,2,1,0,8,acept,not furnished
Porto Alegre,80,2,2,1,6,acept,not furnished
São Paulo,400,4,4,4,-,acept,furnished
Belo Horizonte,400,5,4,4,-,acept,furnished
São Paulo,22,1,1,0,7,acept,not furnished
Campinas,128,3,3,2,3,acept,not furnished
Campinas,170,2,3,3,16,acept,not furnished
Belo Horizonte,55,2,1,1,3,not acept,not furnished
Campinas,51,1,1,0,3,acept,not furnished
Porto Alegre,50,2,1,1,1,acept,not furnished
Rio de Janeiro,81,2,1,0,6,acept,not furnished
São Paulo,40,1,1,0,1,not acept,not furnished
Porto Alegre,83,2,2,1,3,acept,not furnished
São Paulo,420,4,6,4,1,not acept,not furnished
São Paulo,204,4,3,1,2,acept,furnished
São Paulo,240,2,2,4,-,acept,not furnished
São Paulo,56,2,1,1,10,acept,not furnished
Porto Alegre,82,2,2,2,3,acept,furnished
Belo Horizonte,327,4,4,2,-,acept,not furnished
São Paulo,96,1,2,1,10,acept,furnished
São Paulo,54,1,1,0,6,acept,not furnished
Porto Alegre,41,1,1,1,6,acept,not furnished
Porto Alegre,218,3,5,2,3,acept,furnished
Rio de Janeiro,20,1,1,0,10,acept,furnished
São Paulo,170,4,4,3,10,not acept,furnished
São Paulo,250,3,3,0,4,acept,not furnished
São Paulo,40,1,1,0,-,acept,not furnished
São Paulo,400,4,6,4,8,acept,furnished
São Paulo,350,5,4,6,-,acept,not furnished
Campinas,94,3,1,1,6,acept,not furnished
São Paulo,30,1,1,0,-,not acept,not furnished
São Paulo,142,3,3,2,15,acept,not furnished
Rio de Janeiro,177,3,3,4,2,acept,not furnished
Belo Horizonte,126,4,2,2,1,acept,not furnished
Porto Alegre,160,3,2,2,4,acept,not furnished
São Paulo,54,1,1,0,5,acept,not furnished
São Paulo,20,1,1,0,3,not acept,furnished
São Paulo,75,2,2,0,1,not acept,not furnished
Rio de Janeiro,60,2,1,0,7,acept,not furnished
Belo Horizonte,150,4,4,2,6,acept,furnished
São Paulo,156,3,3,3,7,acept,furnished
São Paulo,206,3,3,1,11,acept,furnished
São Paulo,100,2,1,0,7,not acept,not furnished
Porto Alegre,47,1,1,1,2,not acept,not furnished
São Paulo,220,3,4,4,12,not acept,not furnished
São Paulo,60,2,1,1,10,acept,not furnished
Porto Alegre,457,6,6,2,-,acept,furnished
São Paulo,340,4,4,5,5,acept,furnished
Rio de Janeiro,93,3,2,2,10,acept,furnished
São Paulo,200,3,2,5,-,acept,not furnished
São Paulo,340,4,5,4,2,acept,not furnished
Rio de Janeiro,108,3,2,1,3,acept,furnished
São Paulo,240,3,5,6,-,acept,not furnished
Rio de Janeiro,82,2,2,1,1,acept,furnished
Rio de Janeiro,480,4,7,3,14,not acept,furnished
Belo Horizonte,35,1,1,1,1,not acept,not furnished
Porto Alegre,105,4,2,1,3,acept,not furnished
São Paulo,66,1,1,2,1,acept,furnished
São Paulo,85,2,1,1,-,acept,not furnished
Porto Alegre,45,2,1,1,4,acept,not furnished
São Paulo,50,1,1,1,17,not acept,furnished
São Paulo,30,4,4,2,-,acept,furnished
São Paulo,450,3,2,0,-,acept,not furnished
Porto Alegre,52,1,1,1,20,acept,not furnished
São Paulo,235,3,2,1,-,acept,not furnished
São Paulo,141,3,3,2,3,acept,not furnished
São Paulo,80,2,1,0,-,acept,not furnished
Belo Horizonte,247,4,2,1,-,acept,not furnished
São Paulo,49,2,1,1,6,acept,not furnished
São Paulo,325,4,5,4,1,acept,furnished
São Paulo,200,3,3,4,5,acept,not furnished
Belo Horizonte,220,3,4,3,10,acept,furnished
Rio de Janeiro,170,3,1,1,10,not acept,not furnished
São Paulo,46,2,1,0,7,acept,furnished
Porto Alegre,63,2,1,0,3,acept,furnished
São Paulo,160,4,4,3,2,acept,not furnished
São Paulo,100,2,1,1,-,acept,not furnished
São Paulo,23,1,1,0,23,acept,not furnished
São Paulo,35,1,1,1,5,not acept,furnished
São Paulo,120,3,2,1,18,acept,not furnished
São Paulo,150,3,4,3,1,acept,furnished
São Paulo,220,3,4,2,-,acept,furnished
São Paulo,48,2,1,1,12,not acept,not furnished
Campinas,45,1,1,1,3,acept,furnished
São Paulo,160,3,3,2,-,acept,not furnished
Campinas,46,1,1,0,6,acept,not furnished
Porto Alegre,34,1,1,1,6,acept,furnished
Belo Horizonte,540,5,4,8,-,acept,not furnished
São Paulo,171,3,3,4,5,not acept,not furnished
São Paulo,30,1,1,0,-,not acept,not furnished
Belo Horizonte,118,3,2,0,1,not acept,not furnished
São Paulo,80,2,2,2,10,acept,not furnished
São Paulo,55,1,2,1,18,acept,furnished
São Paulo,55,2,1,1,-,acept,not furnished
São Paulo,380,3,2,2,9,acept,not furnished
Belo Horizonte,300,3,4,2,-,not acept,not furnished
São Paulo,100,3,2,2,6,not acept,not furnished
São Paulo,180,3,3,3,-,acept,not furnished
São Paulo,300,4,5,4,9,acept,furnished
Porto Alegre,193,3,2,2,6,acept,not furnished
São Paulo,110,2,2,0,8,acept,furnished
Rio de Janeiro,20,1,1,0,4,not acept,not furnished
Rio de Janeiro,300,3,4,1,11,acept,not furnished
São Paulo,52,1,2,1,3,acept,furnished
Rio de Janeiro,120,2,3,2,10,acept,not furnished
São Paulo,97,3,2,2,14,acept,not furnished
São Paulo,58,2,1,1,3,acept,not furnished
São Paulo,343,4,4,4,-,acept,not furnished
São Paulo,205,4,4,6,5,acept,not furnished
São Paulo,68,3,2,1,5,acept,furnished
São Paulo,67,3,2,1,16,acept,not furnished
Rio de Janeiro,40,1,1,0,12,acept,furnished
São Paulo,62,3,1,1,10,acept,not furnished
São Paulo,120,5,2,4,-,acept,not furnished
São Paulo,50,2,1,1,10,acept,not furnished
Porto Alegre,40,1,1,0,1,acept,not furnished
São Paulo,22,1,1,0,-,not acept,not furnished
São Paulo,110,3,3,1,10,acept,furnished
Rio de Janeiro,80,2,1,1,14,acept,not furnished
São Paulo,224,3,4,2,9,acept,not furnished
São Paulo,93,2,1,2,19,not acept,not furnished
São Paulo,45,1,1,0,-,not acept,not furnished
São Paulo,120,3,2,1,5,acept,not furnished
Campinas,73,3,2,2,5,acept,furnished
São Paulo,50,2,1,1,1,not acept,not furnished
São Paulo,136,4,3,1,3,acept,not furnished
São Paulo,235,3,4,4,2,acept,furnished
Porto Alegre,110,3,3,0,1,acept,not furnished
São Paulo,400,4,6,1,8,not acept,not furnished
São Paulo,220,3,3,3,-,acept,furnished
Rio de Janeiro,82,2,2,1,5,acept,not furnished
São Paulo,100,3,3,2,1,acept,not furnished
São Paulo,250,4,4,4,15,acept,not furnished
Belo Horizonte,90,2,3,1,4,acept,not furnished
São Paulo,47,1,1,0,-,not acept,not furnished
São Paulo,35,1,1,0,7,not acept,not furnished
Rio de Janeiro,150,2,1,0,2,acept,not furnished
São Paulo,69,2,1,0,10,acept,furnished
Campinas,38,1,1,1,9,acept,not furnished
São Paulo,62,2,2,2,4,acept,not furnished
São Paulo,100,2,2,0,-,acept,not furnished
São Paulo,300,3,5,3,9,acept,furnished
São Paulo,160,3,3,1,1,acept,not furnished
Campinas,55,1,1,1,7,not acept,not furnished
São Paulo,61,2,1,1,11,not acept,furnished
São Paulo,70,2,1,1,12,acept,not furnished
Campinas,308,3,3,4,-,acept,not furnished
Rio de Janeiro,230,3,3,1,8,acept,furnished
São Paulo,51,2,1,1,4,acept,not furnished
São Paulo,58,2,2,1,3,acept,not furnished
São Paulo,76,2,1,1,12,not acept,furnished
São Paulo,236,4,5,4,7,acept,not furnished
São Paulo,86,2,2,2,4,acept,not furnished
São Paulo,100,3,3,2,11,acept,furnished
Porto Alegre,54,2,1,0,4,acept,not furnished
São Paulo,22,1,1,0,11,not acept,furnished
São Paulo,600,3,2,2,-,acept,not furnished
Rio de Janeiro,68,2,2,0,1,acept,not furnished
Belo Horizonte,55,1,1,0,-,acept,not furnished
São Paulo,36,1,1,0,6,acept,not furnished
São Paulo,205,4,4,0,14,acept,not furnished
São Paulo,60,2,1,1,8,acept,not furnished
São Paulo,171,4,5,4,4,acept,not furnished
Belo Horizonte,100,2,1,1,-,acept,not furnished
São Paulo,71,2,2,1,-,acept,not furnished
São Paulo,69,2,1,1,5,acept,not furnished
Rio de Janeiro,15,1,1,0,-,acept,not furnished
São Paulo,90,3,3,1,11,acept,not furnished
Rio de Janeiro,80,2,2,0,4,acept,not furnished
Rio de Janeiro,84,2,1,0,2,acept,not furnished
São Paulo,834,5,5,7,-,not acept,not furnished
São Paulo,269,4,3,4,8,acept,not furnished
Porto Alegre,43,1,1,1,18,acept,furnished
São Paulo,70,3,2,3,10,acept,furnished
Porto Alegre,336,2,2,2,2,acept,furnished
Campinas,76,3,2,1,4,acept,not furnished
Rio de Janeiro,280,3,3,1,4,acept,not furnished
São Paulo,290,4,4,2,6,acept,furnished
São Paulo,200,4,3,3,6,acept,not furnished
São Paulo,130,2,2,0,6,acept,not furnished
São Paulo,70,3,2,1,3,acept,not furnished
São Paulo,22,1,1,0,6,not acept,furnished
Rio de Janeiro,80,3,2,2,11,acept,not furnished
São Paulo,50,1,1,1,3,acept,not furnished
Belo Horizonte,120,3,4,3,8,acept,furnished
São Paulo,120,2,1,2,7,acept,not furnished
Rio de Janeiro,90,3,2,0,3,acept,not furnished
Belo Horizonte,100,3,3,2,6,acept,not furnished
São Paulo,98,4,4,2,23,acept,not furnished
Porto Alegre,300,3,2,3,-,acept,not furnished
São Paulo,107,4,3,2,1,acept,not furnished
São Paulo,33,1,1,1,5,acept,furnished
Belo Horizonte,250,4,3,4,2,acept,not furnished
Belo Horizonte,65,2,2,0,-,not acept,not furnished
São Paulo,150,3,3,2,3,acept,not furnished
Belo Horizonte,97,2,1,0,11,not acept,not furnished
São Paulo,410,5,7,3,-,acept,furnished
São Paulo,52,1,1,1,15,not acept,furnished
Rio de Janeiro,65,2,2,0,2,acept,furnished
Belo Horizonte,250,4,4,6,7,acept,not furnished
Belo Horizonte,256,4,3,2,-,acept,not furnished
São Paulo,53,2,2,1,6,not acept,not furnished
Rio de Janeiro,30,1,1,0,-,not acept,not furnished
Rio de Janeiro,45,2,1,0,5,acept,not furnished
Rio de Janeiro,44,2,1,0,4,acept,not furnished
Belo Horizonte,506,4,5,0,-,acept,not furnished
Rio de Janeiro,190,4,3,1,4,acept,not furnished
São Paulo,48,1,1,0,1,not acept,not furnished
São Paulo,162,3,3,1,8,acept,not furnished
São Paulo,54,2,2,0,13,acept,furnished
São Paulo,320,4,3,8,-,acept,not furnished
São Paulo,60,1,1,1,15,acept,furnished
São Paulo,194,3,4,4,5,acept,not furnished
Porto Alegre,54,1,1,1,4,not acept,not furnished
Rio de Janeiro,90,2,2,0,10,acept,furnished
São Paulo,60,2,1,0,-,acept,not furnished
São Paulo,40,1,1,1,1,not acept,furnished
Belo Horizonte,175,4,4,3,10,acept,not furnished
Porto Alegre,233,4,6,4,-,acept,not furnished
São Paulo,800,5,4,6,-,acept,furnished
Belo Horizonte,200,5,4,3,15,acept,furnished
São Paulo,120,4,4,2,5,acept,not furnished
Belo Horizonte,23,1,1,0,1,not acept,furnished
Porto Alegre,27,1,1,0,9,acept,not furnished
São Paulo,64,2,2,1,-,not acept,not furnished
Belo Horizonte,180,4,1,3,-,acept,not furnished
São Paulo,241,4,4,3,3,acept,not furnished
Rio de Janeiro,80,2,2,1,4,acept,not furnished
Campinas,20,1,1,0,1,not acept,not furnished
Rio de Janeiro,140,3,3,0,4,acept,not furnished
Rio de Janeiro,160,3,1,0,3,not acept,not furnished
São Paulo,45,1,1,0,5,acept,not furnished
Porto Alegre,79,2,1,0,-,acept,not furnished
Rio de Janeiro,100,3,2,0,8,not acept,furnished
São Paulo,73,1,2,1,18,acept,not furnished
São Paulo,36,1,1,2,11,not acept,furnished
Porto Alegre,30,1,1,0,5,acept,not furnished
Rio de Janeiro,180,4,3,1,8,not acept,furnished
Porto Alegre,42,1,1,0,4,acept,not furnished
Porto Alegre,60,2,1,0,-,not acept,not furnished
São Paulo,20,1,1,0,1,acept,furnished
São Paulo,42,1,1,1,4,acept,not furnished
Belo Horizonte,140,4,3,3,8,acept,not furnished
São Paulo,320,4,4,5,-,acept,not furnished
Belo Horizonte,120,3,2,1,1,acept,not furnished
São Paulo,65,2,2,1,-,not acept,not furnished
São Paulo,215,3,4,4,-,acept,not furnished
São Paulo,52,2,1,0,1,acept,not furnished
São Paulo,272,4,4,4,2,acept,not furnished
São Paulo,32,1,1,1,11,not acept,furnished
São Paulo,191,3,3,4,1,acept,furnished
São Paulo,288,4,5,4,2,acept,furnished
Campinas,37,1,1,1,7,not acept,not furnished
Belo Horizonte,113,2,2,2,4,acept,not furnished
Rio de Janeiro,50,1,1,0,4,acept,not furnished
São Paulo,53,2,1,1,11,acept,not furnished
São Paulo,76,2,2,2,3,acept,furnished
São Paulo,158,3,3,2,1,acept,furnished
Belo Horizonte,659,5,4,6,-,acept,not furnished
São Paulo,180,3,3,1,-,not acept,not furnished
São Paulo,42,1,1,1,7,acept,furnished
Campinas,89,2,1,1,3,acept,not furnished
Belo Horizonte,220,4,3,2,4,acept,not furnished
São Paulo,90,2,2,0,-,acept,not furnished
Rio de Janeiro,280,3,3,3,6,acept,not furnished
São Paulo,40,1,1,0,-,acept,not furnished
São Paulo,277,3,3,0,11,acept,not furnished
Porto Alegre,70,3,2,1,7,acept,not furnished
Campinas,200,2,1,1,-,acept,not furnished
Campinas,74,3,2,2,11,acept,furnished
São Paulo,165,3,2,3,7,acept,not furnished
São Paulo,60,2,2,1,10,acept,furnished
Rio de Janeiro,85,2,1,0,9,acept,furnished
Porto Alegre,56,2,1,0,4,acept,not furnished
Rio de Janeiro,18,1,1,0,1,not acept,not furnished
São Paulo,175,3,5,1,-,acept,not furnished
Rio de Janeiro,60,2,2,1,2,not acept,not furnished
São Paulo,220,4,2,3,-,acept,furnished
São Paulo,132,3,3,2,1,not acept,furnished
São Paulo,100,1,2,2,1,acept,furnished
Campinas,415,4,4,6,1,acept,not furnished
Porto Alegre,300,3,5,3,-,acept,not furnished
São Paulo,130,3,3,2,-,acept,not furnished
São Paulo,300,4,4,1,11,acept,not furnished
Campinas,165,3,2,1,1,acept,not furnished
Campinas,32,1,1,0,9,not acept,not furnished
Belo Horizonte,117,3,1,1,-,acept,not furnished
São Paulo,890,5,6,8,-,not acept,not furnished
Porto Alegre,350,6,5,2,-,not acept,not furnished
São Paulo,212,3,3,3,9,acept,not furnished
São Paulo,61,2,1,1,1,acept,not furnished
Belo Horizonte,62,2,1,1,3,acept,not furnished
São Paulo,884,5,7,6,8,acept,not furnished
Campinas,44,2,1,1,2,acept,not furnished
São Paulo,157,3,2,0,7,acept,not furnished
São Paulo,61,1,2,1,9,acept,furnished
São Paulo,50,1,1,0,1,acept,not furnished
São Paulo,45,1,1,1,-,not acept,not furnished
Campinas,36,1,1,0,5,acept,not furnished
Campinas,48,2,1,1,3,acept,not furnished
São Paulo,216,4,3,0,17,acept,furnished
São Paulo,485,4,7,7,-,acept,not furnished
São Paulo,110,2,2,2,12,acept,not furnished
São Paulo,58,2,1,0,4,not acept,not furnished
Rio de Janeiro,40,1,1,0,3,acept,not furnished
Porto Alegre,30,1,1,1,3,acept,not furnished
Belo Horizonte,44,1,1,1,15,acept,not furnished
São Paulo,30,1,1,0,1,not acept,not furnished
São Paulo,190,3,2,1,6,acept,not furnished
São Paulo,32,1,1,1,13,acept,furnished
Porto Alegre,79,3,2,2,6,acept,furnished
São Paulo,90,3,3,2,12,not acept,not furnished
Porto Alegre,61,2,1,0,1,acept,not furnished
São Paulo,65,2,1,1,1,acept,not furnished
São Paulo,76,2,2,0,1,acept,not furnished
Rio de Janeiro,84,3,1,1,1,acept,not furnished
São Paulo,60,2,1,1,6,acept,not furnished
São Paulo,40,1,1,1,14,not acept,furnished
São Paulo,254,3,3,3,11,acept,furnished
São Paulo,50,1,1,0,-,not acept,not furnished
Belo Horizonte,400,4,4,4,-,acept,not furnished
São Paulo,35,2,1,0,1,acept,not furnished
Rio de Janeiro,76,3,2,1,4,acept,not furnished
São Paulo,470,4,4,5,19,acept,not furnished
São Paulo,40,2,1,1,2,acept,not furnished
Belo Horizonte,200,3,1,2,-,acept,not furnished
Rio de Janeiro,65,2,1,1,4,acept,not furnished
São Paulo,97,2,2,0,27,not acept,furnished
São Paulo,113,3,2,2,2,acept,not furnished
São Paulo,300,3,2,2,-,acept,not furnished
São Paulo,60,1,1,0,-,acept,furnished
São Paulo,20,1,1,0,-,acept,furnished
São Paulo,62,2,1,1,8,not acept,not furnished
São Paulo,400,3,4,4,-,acept,furnished
São Paulo,100,3,3,2,-,acept,not furnished
São Paulo,182,3,2,3,12,acept,not furnished
São Paulo,50,2,1,2,9,not acept,not furnished
São Paulo,50,2,2,1,3,not acept,not furnished
São Paulo,84,1,2,1,14,acept,not furnished
São Paulo,167,3,3,2,-,acept,not furnished
Belo Horizonte,60,2,1,0,-,not acept,not furnished
Campinas,220,3,1,4,-,not acept,not furnished
São Paulo,67,2,1,0,3,acept,not furnished
Rio de Janeiro,78,2,1,1,8,acept,not furnished
Rio de Janeiro,63,2,2,0,2,acept,not furnished
Rio de Janeiro,45,1,1,0,4,not acept,furnished
Campinas,151,3,2,3,10,acept,furnished
Belo Horizonte,90,2,2,0,7,acept,not furnished
Belo Horizonte,54,2,1,1,4,acept,not furnished
São Paulo,40,1,1,0,-,not acept,not furnished
Rio de Janeiro,160,2,3,1,14,acept,not furnished
Rio de Janeiro,230,3,3,2,3,acept,not furnished
São Paulo,22,1,1,0,25,acept,not furnished
São Paulo,105,3,2,3,4,acept,not furnished
São Paulo,63,2,1,2,12,acept,not furnished
São Paulo,700,5,7,8,-,acept,furnished
Campinas,80,2,1,1,3,acept,not furnished
São Paulo,50,1,1,0,-,acept,not furnished
São Paulo,234,4,3,3,6,acept,not furnished
São Paulo,30,1,1,1,11,not acept,furnished
São Paulo,62,2,1,1,7,acept,not furnished
São Paulo,350,3,3,3,-,acept,not furnished
São Paulo,125,3,2,0,2,not acept,not furnished
Porto Alegre,102,2,1,0,4,acept,not furnished
Belo Horizonte,65,2,2,2,3,acept,not furnished
São Paulo,130,3,2,1,-,not acept,not furnished
São Paulo,151,3,2,1,3,acept,furnished
Belo Horizonte,82,3,2,2,1,acept,not furnished
São Paulo,65,2,1,1,3,acept,not furnished
São Paulo,189,3,4,3,8,acept,not furnished
São Paulo,186,3,4,3,2,acept,not furnished
Campinas,650,4,7,5,-,acept,not furnished
São Paulo,65,2,2,1,9,acept,not furnished
São Paulo,363,3,5,4,10,not acept,not furnished
São Paulo,71,3,2,2,10,acept,not furnished
Rio de Janeiro,90,2,3,1,3,not acept,furnished
Belo Horizonte,266,4,3,4,-,acept,not furnished
São Paulo,200,3,3,2,-,not acept,not furnished
Porto Alegre,185,3,4,2,-,acept,not furnished
São Paulo,138,3,3,2,5,acept,furnished
Rio de Janeiro,140,3,2,1,1,acept,not furnished
São Paulo,90,1,2,1,12,acept,furnished
São Paulo,35,1,1,1,-,not acept,not furnished
Belo Horizonte,25,2,1,0,1,not acept,not furnished
Belo Horizonte,180,3,3,0,-,acept,not furnished
São Paulo,200,3,3,2,7,acept,not furnished
São Paulo,80,2,1,1,13,not acept,not furnished
Porto Alegre,90,2,1,1,1,acept,not furnished
Porto Alegre,170,3,3,2,-,acept,not furnished
Campinas,380,3,3,5,-,acept,not furnished
Campinas,76,2,1,0,3,acept,not furnished
São Paulo,180,3,3,2,16,acept,not furnished
São Paulo,20,1,1,0,-,acept,not furnished
São Paulo,90,2,1,0,-,acept,not furnished
São Paulo,64,2,1,1,7,acept,not furnished
São Paulo,129,3,2,2,6,acept,not furnished
Belo Horizonte,150,4,2,1,2,not acept,not furnished
Porto Alegre,72,2,1,0,23,acept,not furnished
São Paulo,220,3,4,4,13,acept,not furnished
Campinas,42,2,1,1,3,acept,not furnished
São Paulo,79,1,2,2,25,not acept,furnished
São Paulo,110,3,1,0,-,acept,not furnished
São Paulo,220,4,4,4,11,not acept,not furnished
São Paulo,55,2,1,1,4,acept,furnished
São Paulo,64,2,2,2,7,acept,not furnished
São Paulo,143,3,2,3,7,acept,not furnished
Belo Horizonte,360,3,4,4,-,acept,not furnished
São Paulo,500,2,2,1,-,acept,not furnished
Rio de Janeiro,105,3,2,1,6,acept,not furnished
Rio de Janeiro,137,3,3,1,1,acept,furnished
São Paulo,53,2,1,1,7,acept,not furnished
São Paulo,58,1,1,1,2,acept,furnished
São Paulo,129,3,2,1,13,not acept,not furnished
São Paulo,97,3,1,1,2,acept,furnished
São Paulo,89,2,3,3,9,acept,furnished
Campinas,480,3,6,4,-,acept,not furnished
Campinas,45,1,1,0,7,not acept,not furnished
Porto Alegre,44,1,1,0,3,acept,not furnished
São Paulo,105,3,2,1,14,not acept,not furnished
São Paulo,192,3,3,2,-,acept,not furnished
Rio de Janeiro,450,4,4,2,-,acept,not furnished
São Paulo,38,1,1,0,-,acept,furnished
Campinas,63,1,1,0,6,acept,furnished
São Paulo,151,3,3,3,13,acept,not furnished
São Paulo,55,2,1,1,-,acept,not furnished
São Paulo,50,2,1,1,1,not acept,not furnished
Campinas,202,3,2,2,-,acept,not furnished
Rio de Janeiro,53,2,1,0,5,acept,not furnished
Porto Alegre,80,3,3,0,4,acept,not furnished
São Paulo,55,2,1,1,1,acept,not furnished
São Paulo,120,4,2,3,6,acept,furnished
São Paulo,396,4,5,7,-,acept,not furnished
São Paulo,44,1,1,0,3,acept,not furnished
Porto Alegre,147,4,4,2,2,acept,not furnished
São Paulo,290,5,3,3,6,acept,not furnished
São Paulo,270,1,1,0,-,acept,not furnished
São Paulo,260,3,2,3,10,acept,not furnished
São Paulo,71,2,1,1,10,acept,not furnished
Belo Horizonte,306,4,3,3,10,acept,not furnished
Campinas,83,2,1,8,-,acept,not furnished
São Paulo,89,3,2,1,14,acept,not furnished
São Paulo,150,4,2,1,-,acept,not furnished
Rio de Janeiro,70,2,1,0,6,not acept,not furnished
São Paulo,212,4,3,2,17,acept,not furnished
São Paulo,87,3,2,2,17,acept,not furnished
Campinas,86,2,2,1,2,acept,not furnished
São Paulo,250,4,2,6,-,acept,not furnished
Rio de Janeiro,52,1,1,0,3,acept,furnished
Rio de Janeiro,439,13,4,3,-,acept,not furnished
Belo Horizonte,70,3,1,1,3,acept,furnished
São Paulo,51,2,1,1,12,acept,not furnished
Campinas,44,1,1,1,2,acept,not furnished
Campinas,170,3,2,2,-,acept,not furnished
Rio de Janeiro,60,2,2,1,12,acept,not furnished
São Paulo,136,3,2,2,9,not acept,not furnished
São Paulo,34,1,1,1,-,acept,not furnished
Belo Horizonte,30,1,1,0,-,not acept,not furnished
Rio de Janeiro,107,3,2,2,4,acept,not furnished
Campinas,140,4,4,2,6,acept,not furnished
Belo Horizonte,58,2,2,2,1,acept,not furnished
Belo Horizonte,250,3,4,4,4,acept,not furnished
São Paulo,147,3,3,3,5,acept,furnished
Belo Horizonte,180,3,2,2,2,acept,not furnished
São Paulo,120,3,4,1,-,not acept,not furnished
São Paulo,113,2,2,1,4,acept,not furnished
Porto Alegre,27,1,1,0,1,acept,not furnished
São Paulo,202,4,4,2,7,acept,not furnished
Belo Horizonte,95,3,2,2,3,acept,not furnished
São Paulo,62,3,1,1,1,acept,not furnished
São Paulo,188,3,4,3,1,acept,not furnished
Campinas,38,1,1,0,5,not acept,not furnished
São Paulo,45,1,1,0,-,not acept,not furnished
São Paulo,150,4,3,2,13,acept,not furnished
São Paulo,76,3,2,2,5,acept,furnished
Belo Horizonte,68,3,1,2,3,acept,not furnished
São Paulo,166,3,2,2,2,acept,not furnished
Porto Alegre,36,2,1,1,2,acept,not furnished
