Cidade,Área,Quartos,Banheiros,Garagem,Andar,Animal,Mobília,Aluguel
São Paulo,51,1,1,0,32,not acept,not furnished,3758
Belo Horizonte,70,3,1,1,8,acept,not furnished,1784
Porto Alegre,61,2,1,2,4,not acept,not furnished,2584
São Paulo,230,4,3,2,2,acept,not furnished,14240
Porto Alegre,37,1,1,0,2,acept,not furnished,1919
São Paulo,191,3,3,4,1,acept,furnished,19100
Campinas,57,1,1,1,2,acept,not furnished,3454
Campinas,68,2,1,1,3,acept,not furnished,1324
Rio de Janeiro,210,4,5,2,2,acept,not furnished,11250
Belo Horizonte,318,4,2,2,-,not acept,not furnished,4753
Belo Horizonte,72,2,2,1,-,acept,not furnished,1337
São Paulo,16,1,1,0,1,not acept,not furnished,882
São Paulo,200,2,5,2,2,not acept,furnished,18580
Rio de Janeiro,130,3,2,1,5,acept,not furnished,5758
Rio de Janeiro,85,3,2,1,8,acept,not furnished,3215
Rio de Janeiro,90,3,1,0,4,acept,not furnished,3316
Belo Horizonte,144,4,3,3,14,not acept,furnished,6000
Campinas,72,3,1,1,1,acept,furnished,1608
Belo Horizonte,72,2,2,2,14,acept,not furnished,6314
Belo Horizonte,150,4,3,3,5,not acept,not furnished,4837
Belo Horizonte,194,3,3,2,10,acept,not furnished,5729
Belo Horizonte,402,4,7,4,15,not acept,not furnished,17480
São Paulo,50,2,1,1,13,acept,not furnished,1971
Rio de Janeiro,95,3,1,0,16,acept,not furnished,4978
Porto Alegre,45,1,1,2,5,acept,not furnished,3143
São Paulo,156,3,3,3,20,acept,not furnished,7480
Campinas,64,2,2,2,9,acept,not furnished,2566
Porto Alegre,54,1,1,1,6,acept,not furnished,1710
São Paulo,22,1,1,0,-,not acept,not furnished,764
Porto Alegre,216,3,3,3,-,acept,not furnished,2527
São Paulo,240,4,3,3,10,not acept,furnished,21980
São Paulo,240,7,3,4,-,acept,not furnished,6925
São Paulo,172,2,4,3,23,acept,not furnished,13320
Porto Alegre,45,1,1,0,11,acept,not furnished,2322
São Paulo,96,3,2,1,12,acept,not furnished,4442
São Paulo,66,2,1,1,5,not acept,not furnished,3002
São Paulo,32,1,1,1,14,not acept,furnished,3847
Campinas,60,2,1,1,3,acept,not furnished,1268
São Paulo,113,2,2,1,6,acept,not furnished,4089
São Paulo,53,2,2,1,10,not acept,furnished,3707
São Paulo,64,2,2,1,7,not acept,not furnished,8497
São Paulo,200,2,4,3,16,acept,not furnished,18020
Belo Horizonte,216,4,5,5,12,acept,not furnished,8200
São Paulo,220,3,4,4,10,acept,not furnished,11590
Campinas,180,2,1,0,-,acept,not furnished,2046
São Paulo,300,3,3,3,-,acept,not furnished,3803
São Paulo,300,4,2,2,1,acept,furnished,10670
São Paulo,90,2,1,0,2,acept,not furnished,3012
São Paulo,61,2,2,1,17,acept,not furnished,5152
São Paulo,70,2,1,0,-,acept,not furnished,1371
São Paulo,240,3,2,3,-,acept,not furnished,6489
São Paulo,450,4,5,6,-,acept,not furnished,13520
São Paulo,170,3,3,4,-,acept,not furnished,3775
Belo Horizonte,96,3,1,1,-,not acept,not furnished,1254
São Paulo,400,4,4,3,-,acept,not furnished,12860
Rio de Janeiro,320,3,4,1,11,not acept,not furnished,8367
Rio de Janeiro,311,4,3,1,8,acept,furnished,17690
São Paulo,300,4,4,4,3,acept,not furnished,11000
São Paulo,107,3,2,2,1,acept,not furnished,4105
São Paulo,450,4,3,6,-,acept,not furnished,13160
Porto Alegre,50,2,1,1,3,acept,furnished,1669
Rio de Janeiro,32,1,1,1,5,not acept,not furnished,1377
Rio de Janeiro,70,2,2,1,9,acept,not furnished,5436
Belo Horizonte,180,5,5,4,-,acept,not furnished,4844
Rio de Janeiro,80,2,2,1,7,acept,furnished,9445
Belo Horizonte,230,4,3,4,7,acept,furnished,19800
São Paulo,120,2,1,1,-,not acept,not furnished,1370
Rio de Janeiro,47,1,1,0,7,acept,furnished,2858
São Paulo,340,4,5,4,2,acept,not furnished,12370
São Paulo,50,2,1,1,14,not acept,not furnished,2375
Porto Alegre,96,2,1,0,2,not acept,not furnished,1255
São Paulo,60,1,1,1,8,acept,not furnished,5659
Porto Alegre,109,3,2,1,2,acept,furnished,3333
São Paulo,120,4,4,4,-,acept,not furnished,4061
São Paulo,190,4,4,2,4,acept,not furnished,5375
Belo Horizonte,320,4,2,4,-,acept,not furnished,3459
São Paulo,35,1,1,1,17,acept,furnished,5531
Campinas,437,3,6,6,-,acept,furnished,15610
Rio de Janeiro,180,6,3,2,-,acept,not furnished,4208
Rio de Janeiro,70,1,2,0,-,not acept,not furnished,1219
São Paulo,16,1,1,0,1,not acept,not furnished,870
Campinas,50,1,1,0,2,acept,not furnished,1044
São Paulo,35,1,1,0,-,not acept,not furnished,832
Rio de Janeiro,300,4,5,3,7,acept,not furnished,17520
Porto Alegre,179,3,2,2,-,acept,furnished,3833
Porto Alegre,58,1,1,0,8,acept,not furnished,1422
São Paulo,70,3,2,3,10,acept,furnished,3409
São Paulo,350,3,5,4,13,acept,not furnished,9285
Campinas,96,2,1,1,3,acept,furnished,2546
Porto Alegre,98,3,1,0,1,not acept,not furnished,13230
São Paulo,218,3,4,2,6,not acept,not furnished,10030
São Paulo,74,2,1,1,5,acept,not furnished,2672
Porto Alegre,52,1,1,0,-,acept,not furnished,850
Porto Alegre,62,2,2,2,6,acept,not furnished,2041
São Paulo,62,2,2,2,6,not acept,not furnished,4501
Belo Horizonte,60,1,1,1,9,acept,not furnished,1790
Rio de Janeiro,65,2,2,0,2,not acept,not furnished,1956
São Paulo,30,1,1,1,6,acept,not furnished,4052
São Paulo,180,3,4,3,12,acept,not furnished,4772
Porto Alegre,70,2,2,1,2,acept,not furnished,2725
São Paulo,85,2,2,1,13,acept,not furnished,5965
Porto Alegre,65,2,1,1,3,acept,not furnished,1457
Campinas,42,1,1,1,16,not acept,furnished,2372
São Paulo,157,3,3,1,5,acept,not furnished,6230
Rio de Janeiro,80,3,2,2,11,acept,not furnished,3001
São Paulo,560,4,6,5,-,acept,not furnished,8349
São Paulo,270,3,2,4,21,acept,not furnished,17620
Porto Alegre,196,3,4,2,7,acept,furnished,6993
Rio de Janeiro,55,2,1,0,4,acept,not furnished,3161
Belo Horizonte,60,1,1,1,-,acept,not furnished,3040
Rio de Janeiro,70,1,1,0,11,not acept,furnished,5565
Rio de Janeiro,50,2,1,0,1,not acept,not furnished,2165
São Paulo,130,3,2,1,2,acept,furnished,7771
São Paulo,212,4,3,4,1,acept,not furnished,19760
São Paulo,88,2,1,1,3,acept,not furnished,4394
São Paulo,51,1,1,0,13,acept,furnished,2951
São Paulo,105,2,3,2,6,acept,not furnished,5476
São Paulo,60,3,1,1,7,acept,not furnished,2360
São Paulo,40,1,1,1,2,not acept,not furnished,1384
São Paulo,120,2,2,2,-,acept,not furnished,2957
São Paulo,30,1,1,1,14,not acept,not furnished,3079
Campinas,72,2,2,1,7,acept,not furnished,1350
São Paulo,56,1,1,0,2,acept,furnished,8382
São Paulo,45,1,1,0,11,acept,not furnished,1849
Rio de Janeiro,68,3,2,1,14,acept,not furnished,1976
São Paulo,20,1,1,0,-,acept,furnished,2555
Rio de Janeiro,110,3,2,1,9,acept,not furnished,3733
São Paulo,40,1,1,0,1,not acept,not furnished,1214
São Paulo,250,3,3,0,4,acept,not furnished,7718
São Paulo,90,2,1,1,-,not acept,not furnished,1506
Belo Horizonte,365,4,4,3,8,acept,furnished,12880
São Paulo,287,3,4,4,-,acept,furnished,9566
São Paulo,33,1,1,1,12,acept,furnished,3581
Rio de Janeiro,28,1,1,0,1,acept,not furnished,2345
São Paulo,280,3,3,5,-,acept,not furnished,3555
São Paulo,25,1,1,0,3,acept,furnished,2173
São Paulo,72,2,1,1,2,not acept,furnished,1978
São Paulo,210,3,2,2,-,acept,not furnished,3322
Belo Horizonte,110,3,2,2,1,acept,not furnished,2751
Campinas,25,1,1,0,3,not acept,not furnished,1224
São Paulo,240,3,2,1,-,acept,not furnished,15890
São Paulo,87,1,1,2,14,acept,furnished,9021
São Paulo,44,1,1,0,6,acept,not furnished,3606
Belo Horizonte,195,4,2,2,-,acept,not furnished,3692
Rio de Janeiro,15,1,1,0,4,not acept,not furnished,920
Rio de Janeiro,65,2,1,1,1,acept,furnished,1550
São Paulo,220,4,3,3,3,acept,not furnished,5044
São Paulo,189,4,4,4,12,acept,not furnished,15300
São Paulo,130,2,2,2,-,acept,furnished,4559
São Paulo,85,2,1,1,6,acept,not furnished,4400
São Paulo,140,3,3,2,-,acept,furnished,4999
São Paulo,79,1,2,2,25,not acept,furnished,6569
Porto Alegre,56,1,1,0,2,acept,not furnished,1045
Rio de Janeiro,60,1,1,0,2,not acept,not furnished,3070
Belo Horizonte,30,1,1,0,1,not acept,not furnished,1281
Rio de Janeiro,28,1,1,0,5,acept,not furnished,1679
Rio de Janeiro,80,2,1,0,3,not acept,not furnished,1565
São Paulo,80,2,2,2,15,acept,not furnished,13140
Campinas,53,1,1,1,13,acept,not furnished,1187
Belo Horizonte,89,3,2,1,2,acept,not furnished,1786
Rio de Janeiro,33,1,1,0,2,acept,not furnished,2163
São Paulo,37,1,1,0,3,not acept,furnished,4142
Campinas,300,4,4,3,2,acept,not furnished,8794
Campinas,40,1,1,0,8,not acept,not furnished,942
São Paulo,199,3,4,5,17,acept,furnished,8351
Belo Horizonte,85,3,2,2,3,not acept,not furnished,2569
Campinas,45,1,1,0,7,not acept,not furnished,1037
Rio de Janeiro,71,2,2,1,12,acept,furnished,4906
São Paulo,82,3,2,2,4,not acept,not furnished,3702
Rio de Janeiro,187,2,3,3,14,acept,not furnished,5032
São Paulo,65,2,1,0,-,acept,not furnished,1547
São Paulo,20,1,1,0,6,acept,furnished,2555
São Paulo,53,1,1,0,3,not acept,not furnished,1940
São Paulo,70,2,1,0,-,not acept,not furnished,1227
São Paulo,44,1,1,1,1,not acept,furnished,2645
São Paulo,70,3,2,1,3,acept,not furnished,1779
Rio de Janeiro,42,1,1,0,4,acept,furnished,2489
Rio de Janeiro,117,3,1,1,2,not acept,not furnished,4051
São Paulo,190,4,4,2,-,not acept,not furnished,4740
São Paulo,290,4,4,2,6,acept,furnished,11680
Belo Horizonte,521,5,2,3,-,acept,not furnished,10910
Porto Alegre,40,1,1,0,4,not acept,not furnished,1518
Porto Alegre,55,1,1,1,3,acept,furnished,2598
Belo Horizonte,85,3,2,1,3,acept,not furnished,1793
Rio de Janeiro,30,1,1,0,7,acept,not furnished,2328
Belo Horizonte,200,5,4,3,15,acept,furnished,6439
São Paulo,97,2,3,2,11,acept,furnished,3561
São Paulo,141,4,3,1,5,not acept,not furnished,6125
São Paulo,122,3,2,1,9,acept,not furnished,7919
Rio de Janeiro,90,3,3,1,10,acept,not furnished,5246
São Paulo,30,1,1,0,3,acept,furnished,3287
Porto Alegre,67,2,2,1,9,acept,not furnished,2025
São Paulo,140,3,5,2,-,acept,furnished,4209
São Paulo,200,3,3,0,-,acept,not furnished,4639
Rio de Janeiro,70,1,1,0,1,acept,not furnished,3328
São Paulo,220,2,4,3,26,not acept,not furnished,15960
Rio de Janeiro,60,2,1,0,6,not acept,furnished,2709
São Paulo,114,3,2,2,9,acept,not furnished,4828
São Paulo,250,4,4,3,6,acept,not furnished,11000
São Paulo,106,3,2,0,6,acept,not furnished,3600
São Paulo,226,4,5,4,1,acept,not furnished,21790
Campinas,284,3,5,6,-,acept,not furnished,6144
Belo Horizonte,15,1,1,0,-,acept,not furnished,719
Campinas,380,4,6,6,-,not acept,not furnished,4431
São Paulo,370,5,4,3,-,acept,not furnished,15500
São Paulo,319,4,6,5,16,not acept,not furnished,18080
Belo Horizonte,24,1,1,1,7,not acept,not furnished,1373
São Paulo,279,5,5,6,3,acept,furnished,6211
São Paulo,254,4,6,5,14,not acept,furnished,13420
Campinas,50,1,1,1,2,not acept,not furnished,1064
São Paulo,45,1,1,1,1,not acept,furnished,8590
São Paulo,460,4,4,6,-,acept,not furnished,6027
Porto Alegre,80,2,1,0,1,acept,not furnished,1029
São Paulo,85,2,1,0,4,acept,furnished,2838
São Paulo,49,1,1,1,5,acept,not furnished,3051
Rio de Janeiro,60,1,1,0,9,acept,not furnished,3889
São Paulo,25,1,1,1,25,acept,not furnished,2522
São Paulo,350,4,5,2,-,not acept,furnished,7613
São Paulo,108,3,3,2,2,acept,not furnished,4978
São Paulo,150,3,4,3,-,acept,furnished,5170
Rio de Janeiro,950,6,5,2,3,not acept,furnished,14700
Belo Horizonte,65,2,1,1,5,acept,not furnished,1259
Belo Horizonte,180,3,2,2,2,acept,not furnished,4064
São Paulo,92,3,1,0,1,not acept,furnished,1885
Porto Alegre,65,1,2,2,3,acept,not furnished,3037
Belo Horizonte,100,3,3,1,4,acept,furnished,4235
São Paulo,78,1,1,1,12,acept,furnished,4698
São Paulo,90,3,2,2,6,not acept,furnished,3167
Rio de Janeiro,15,1,1,0,-,acept,not furnished,710
São Paulo,45,1,1,0,4,acept,not furnished,1367
Belo Horizonte,80,3,2,2,1,acept,furnished,2940
Porto Alegre,85,3,2,2,8,acept,furnished,4250
Campinas,570,4,6,5,-,acept,not furnished,13000
Campinas,159,3,2,2,1,acept,not furnished,3866
São Paulo,47,2,1,1,12,acept,not furnished,2187
Porto Alegre,70,1,2,0,-,not acept,not furnished,1586
Belo Horizonte,20,1,1,1,-,acept,furnished,1115
Rio de Janeiro,70,1,2,0,-,not acept,not furnished,1219
São Paulo,200,4,3,8,-,acept,not furnished,10750
Belo Horizonte,59,2,2,0,2,not acept,furnished,2041
Campinas,62,2,1,1,6,acept,not furnished,1739
São Paulo,240,4,4,4,22,acept,not furnished,9154
Porto Alegre,40,1,1,1,1,not acept,furnished,1324
São Paulo,180,3,2,2,2,acept,not furnished,10790
Rio de Janeiro,24,1,1,0,11,acept,not furnished,1646
São Paulo,45,2,1,1,7,not acept,not furnished,1627
São Paulo,470,4,6,3,-,acept,not furnished,8443
São Paulo,260,3,2,3,10,acept,not furnished,12690
Rio de Janeiro,35,1,1,1,4,acept,furnished,4035
Porto Alegre,40,1,1,0,9,acept,not furnished,1405
São Paulo,127,2,2,2,5,acept,not furnished,7481
Belo Horizonte,100,3,2,2,9,acept,furnished,4261
São Paulo,180,5,3,2,-,not acept,not furnished,9136
Campinas,60,2,1,1,-,acept,not furnished,1500
São Paulo,179,3,2,2,5,acept,not furnished,12650
São Paulo,47,2,1,1,1,not acept,not furnished,1968
São Paulo,250,3,4,2,-,acept,not furnished,6166
Rio de Janeiro,25,1,1,2,6,not acept,furnished,2254
Porto Alegre,39,1,1,1,5,not acept,furnished,3055
São Paulo,62,2,1,1,1,acept,furnished,1871
Rio de Janeiro,67,3,2,0,1,not acept,not furnished,4128
Porto Alegre,101,2,2,2,5,acept,not furnished,2807
Porto Alegre,112,2,2,2,10,acept,not furnished,4400
Rio de Janeiro,60,2,1,0,1,not acept,not furnished,2583
São Paulo,63,2,2,1,17,acept,not furnished,2522
São Paulo,77,2,1,1,14,acept,not furnished,5556
Belo Horizonte,96,3,2,2,1,acept,not furnished,3225
São Paulo,45,1,1,1,1,not acept,furnished,8590
Rio de Janeiro,100,3,1,0,13,acept,not furnished,5244
Rio de Janeiro,29,1,1,0,2,acept,furnished,1975
São Paulo,31,1,1,0,4,acept,not furnished,2806
Porto Alegre,90,3,2,2,9,acept,not furnished,3370
São Paulo,45,1,1,1,-,not acept,not furnished,1216
Campinas,200,3,2,3,-,acept,not furnished,3438
Rio de Janeiro,81,3,1,1,7,acept,not furnished,2294
Belo Horizonte,417,3,5,8,-,acept,not furnished,8226
Rio de Janeiro,153,3,2,1,2,acept,not furnished,4240
Campinas,59,2,1,1,5,acept,not furnished,1683
São Paulo,376,3,3,7,-,acept,not furnished,8955
Porto Alegre,220,3,3,2,8,not acept,furnished,12330
São Paulo,170,4,2,1,3,acept,furnished,8273
São Paulo,36,1,1,1,13,acept,not furnished,2124
São Paulo,60,2,3,2,6,not acept,not furnished,1863
Porto Alegre,50,1,1,1,1,acept,not furnished,1364
São Paulo,99,2,1,1,14,acept,not furnished,2623
São Paulo,65,2,2,1,16,acept,not furnished,2330
São Paulo,340,3,4,5,20,acept,not furnished,14430
Campinas,80,3,2,1,3,acept,not furnished,1720
São Paulo,61,2,1,1,1,acept,not furnished,1764
São Paulo,260,3,4,2,-,acept,not furnished,8600
Porto Alegre,32,1,1,1,4,acept,not furnished,3029
São Paulo,60,2,2,1,14,not acept,furnished,5252
Rio de Janeiro,38,1,1,0,12,not acept,not furnished,2404
São Paulo,43,1,1,1,6,acept,not furnished,3550
Porto Alegre,140,3,4,2,12,acept,not furnished,5823
São Paulo,100,3,2,4,-,acept,not furnished,4194
Rio de Janeiro,90,2,1,0,2,acept,not furnished,1558
Porto Alegre,45,1,1,0,6,acept,not furnished,1038
São Paulo,44,1,1,0,4,acept,furnished,3012
São Paulo,50,2,1,1,1,acept,not furnished,3676
São Paulo,252,3,4,1,-,acept,not furnished,13410
Campinas,350,4,6,6,-,acept,not furnished,8696
São Paulo,155,4,5,3,14,not acept,not furnished,8552
Porto Alegre,60,2,2,1,4,not acept,not furnished,2869
São Paulo,139,3,4,2,12,not acept,furnished,12990
São Paulo,392,4,4,4,-,acept,not furnished,11400
São Paulo,33,1,1,1,14,acept,furnished,3548
São Paulo,250,3,4,2,10,acept,not furnished,13610
São Paulo,58,2,2,1,6,acept,not furnished,5215
São Paulo,280,3,4,2,-,not acept,furnished,17910
Belo Horizonte,360,6,2,0,-,not acept,not furnished,8884
São Paulo,77,1,1,1,8,not acept,not furnished,5773
Rio de Janeiro,120,3,3,2,6,acept,not furnished,4859
São Paulo,100,3,2,1,3,acept,not furnished,2340
São Paulo,35,1,1,0,-,acept,not furnished,1144
Campinas,100,2,1,3,-,acept,not furnished,1369
São Paulo,135,2,3,3,8,acept,furnished,6313
Belo Horizonte,220,4,4,3,-,not acept,not furnished,2879
Rio de Janeiro,130,3,3,2,3,acept,furnished,10090
Belo Horizonte,550,5,5,3,-,acept,not furnished,14590
São Paulo,68,2,2,1,7,acept,furnished,2390
Belo Horizonte,350,7,5,5,-,acept,not furnished,9148
Belo Horizonte,60,2,1,1,2,acept,not furnished,1598
São Paulo,59,2,1,1,8,acept,not furnished,3039
São Paulo,230,3,2,2,7,acept,not furnished,4204
São Paulo,90,2,1,0,-,acept,not furnished,2607
São Paulo,400,5,4,6,-,acept,furnished,6598
Belo Horizonte,32,1,1,1,8,acept,not furnished,1843
São Paulo,40,1,1,0,-,acept,not furnished,677
São Paulo,170,3,2,2,-,acept,not furnished,4835
São Paulo,17,1,1,0,1,not acept,furnished,2578
Rio de Janeiro,20,1,1,0,-,not acept,not furnished,760
São Paulo,250,3,4,3,8,acept,not furnished,8776
São Paulo,820,4,4,5,-,acept,not furnished,11080
Porto Alegre,88,2,2,1,3,acept,not furnished,2705
Campinas,40,1,1,1,1,not acept,furnished,1606
São Paulo,90,2,1,0,1,not acept,not furnished,3260
São Paulo,68,2,1,1,9,acept,not furnished,2127
São Paulo,112,3,3,2,8,not acept,not furnished,5000
Porto Alegre,38,1,1,0,6,not acept,not furnished,1580
São Paulo,70,2,2,2,8,acept,furnished,3672
Belo Horizonte,45,2,1,0,-,acept,not furnished,1373
São Paulo,320,4,4,6,8,acept,furnished,23620
São Paulo,35,1,1,0,-,acept,not furnished,925
Porto Alegre,47,1,1,1,1,not acept,furnished,2633
Porto Alegre,50,2,1,1,-,acept,not furnished,1043
São Paulo,210,4,4,3,3,acept,not furnished,8115
São Paulo,300,2,3,2,1,acept,not furnished,12440
Rio de Janeiro,105,3,2,1,13,acept,furnished,13810
São Paulo,86,1,2,1,13,acept,furnished,8758
São Paulo,210,3,4,3,7,acept,not furnished,5360
São Paulo,90,1,1,0,11,not acept,not furnished,2326
São Paulo,215,3,1,3,-,acept,not furnished,7523
São Paulo,400,5,4,5,-,not acept,not furnished,14590
Campinas,110,3,3,2,-,acept,not furnished,3897
Porto Alegre,69,3,1,1,5,acept,not furnished,1642
São Paulo,95,3,2,1,11,acept,not furnished,8197
São Paulo,345,2,3,2,4,not acept,not furnished,16590
Porto Alegre,98,3,2,2,4,not acept,not furnished,3388
São Paulo,66,2,2,2,15,acept,not furnished,3228
São Paulo,20,1,1,0,2,not acept,furnished,2087
Belo Horizonte,50,2,1,1,4,acept,not furnished,1314
São Paulo,158,4,4,3,4,acept,furnished,6124
Rio de Janeiro,60,2,1,0,2,acept,not furnished,1917
Rio de Janeiro,85,2,2,1,4,acept,not furnished,2665
São Paulo,300,3,3,3,-,acept,not furnished,3870
Rio de Janeiro,55,1,1,1,5,not acept,not furnished,1830
Belo Horizonte,63,3,2,2,2,not acept,not furnished,1588
São Paulo,200,4,2,3,-,acept,furnished,4568
Campinas,269,4,5,0,12,acept,not furnished,9128
São Paulo,245,4,5,4,9,acept,not furnished,6626
São Paulo,43,1,1,0,6,not acept,not furnished,1501
São Paulo,68,2,2,1,18,acept,not furnished,4179
Belo Horizonte,360,5,4,1,-,acept,not furnished,4834
Belo Horizonte,90,3,2,1,2,acept,not furnished,1596
São Paulo,200,4,4,4,1,acept,not furnished,8430
Belo Horizonte,166,2,2,2,6,not acept,not furnished,2681
São Paulo,50,1,1,0,4,acept,not furnished,1214
São Paulo,70,2,1,1,7,acept,furnished,5618
Belo Horizonte,200,4,3,2,4,acept,not furnished,5596
Rio de Janeiro,160,3,2,1,5,acept,not furnished,5110
São Paulo,310,3,4,3,8,acept,not furnished,7858
São Paulo,64,2,1,1,7,acept,not furnished,2734
Rio de Janeiro,80,2,2,1,4,acept,not furnished,4281
Belo Horizonte,103,2,2,2,1,not acept,not furnished,1716
São Paulo,350,4,5,2,-,acept,furnished,15890
Belo Horizonte,312,4,5,4,15,acept,not furnished,20100
São Paulo,57,2,1,2,3,acept,furnished,2183
São Paulo,120,3,1,0,-,acept,not furnished,2234
São Paulo,170,3,3,2,-,acept,not furnished,2892
Belo Horizonte,300,2,4,3,7,acept,furnished,7005
Campinas,75,2,1,2,1,acept,not furnished,3006
Rio de Janeiro,131,2,1,0,6,acept,not furnished,1529
São Paulo,98,3,5,1,10,acept,not furnished,6330
São Paulo,72,3,2,2,15,acept,not furnished,3900
São Paulo,220,3,4,3,12,acept,furnished,12260
São Paulo,50,1,1,0,3,acept,not furnished,3196
São Paulo,60,2,1,1,6,acept,not furnished,2643
São Paulo,40,1,1,0,1,acept,not furnished,1069
São Paulo,57,2,2,1,8,acept,not furnished,1640
São Paulo,50,2,1,1,10,acept,not furnished,1912
São Paulo,280,4,6,3,8,acept,not furnished,10860
Rio de Janeiro,120,3,3,2,5,acept,furnished,4087
Rio de Janeiro,110,4,2,2,10,acept,not furnished,3605
São Paulo,250,3,3,2,3,acept,not furnished,12020
São Paulo,339,4,5,4,13,acept,furnished,19430
São Paulo,64,1,2,1,3,acept,not furnished,3433
Porto Alegre,70,2,1,0,3,not acept,furnished,2127
Porto Alegre,90,2,1,0,2,acept,not furnished,1190
São Paulo,120,4,3,3,8,acept,not furnished,5776
São Paulo,52,2,1,1,9,not acept,not furnished,1951
São Paulo,400,4,5,5,-,acept,not furnished,12050
Campinas,69,2,1,1,7,not acept,not furnished,1538
Rio de Janeiro,140,3,3,0,4,acept,not furnished,5908
São Paulo,104,3,2,2,2,acept,not furnished,6186
Belo Horizonte,30,1,1,1,-,not acept,not furnished,715
Rio de Janeiro,82,2,1,1,11,acept,not furnished,2697
Rio de Janeiro,96,2,2,2,7,acept,furnished,9351
São Paulo,96,3,3,0,6,acept,not furnished,4118
Porto Alegre,98,2,1,0,3,acept,furnished,2396
Rio de Janeiro,75,2,2,1,3,acept,not furnished,2592
São Paulo,50,1,1,1,25,not acept,furnished,4484
São Paulo,45,2,1,1,9,acept,not furnished,2279
São Paulo,300,5,5,3,-,acept,not furnished,5105
